genes,stability
ADAT2,0.11312732173530939
ADAT3,0.12165403804380573
ADCK1,0.024582419463721715
ADCK2,0.08910176305105252
ADCK5,0.05258663445763808
ADCY1,0.3198876719724774
ADCY10,-0.003521568638748538
ADCY2,0.4904595878413918
ADCY3,0.33667548847519896
ADCY4,0.16594160383708204
ADCY5,0.0699480357176973
ADCY6,-0.03092333339626396
ADCY7,0.5597167360389077
ADCY8,0.30791952562055536
ADCY9,0.7065593925507172
ADCYAP1,0.40014075991223097
ADCYAP1R1,0.27377672646678586
ADD1,-0.09054445885237855
ADD2,0.1944853051864549
ADD3,0.33839217337182814
ADH1A,0.02532219127128828
ADH1B,0.054753765554288666
ADH1C,0.06514799910131358
ADH4,-0.06388714863494296
ADH5,0.146009733301604
ADH6,0.0725523675016879
ADH7,0.07853482429568073
ADHFE1,0.3135275347026555
ADI1,0.36514112274043325
ADIG,-0.007781497686490178
ADIPOQ,-0.045615424957876065
ADIPOR1,0.29446032855171506
ADIPOR2,0.11245977035755357
ADK,0.36938327043238267
ADM,0.3515517336583551
ADM2,0.023595694395727687
ADNP,0.029806461317147096
ADNP2,0.45956300750109086
ADO,0.3218344984247889
ADORA1,0.18388871341886395
ADORA2B,0.3342519224674129
ADORA3,0.213647025753548
ADPGK,0.05511292436790098
ADPRH,0.07105551573343301
ADPRHL1,0.594918432514288
ADPRHL2,0.20358968779588613
ADRA1A,0.11976969458915951
ADRA1B,0.6026242227625878
ADRA1D,0.6439825022353567
ADRA2A,0.31580084597078345
ADRA2B,0.015015169916297663
ADRA2C,0.43134381566292196
ADRB1,0.4663856415352386
ADRB2,0.49236801411185893
ADRB3,0.03106657905090527
ADRM1,-0.031264072976187496
ADSL,0.09850560424376473
ADSS,0.09251854691118862
ADSSL1,0.41325791115753724
AEBP1,0.34523310181932043
AEBP2,0.14961149362097095
AEN,0.07938900847232148
AES,-0.07657792038912271
AFAP1,-0.04493571819471968
AFAP1-AS1,0.2455942014906985
AFAP1L1,0.4084274213817148
AFAP1L2,0.46374632727852894
AFF1,0.2775639499563881
AFF2,-0.008190049843600377
AFF3,0.16390839492998988
AFF4,0.10353940936176524
AFG3L1P,0.20960252064353416
AFG3L2,0.059458943232674095
AFMID,0.10763834638855972
AFP,0.0896139661944999
AFTPH,0.48740890706108303
AGA,0.28590546477463713
AGAP1,0.12109269536870534
AGAP11,0.24113205103768495
AGAP2,0.3267457629177057
AGAP3,0.2837393154988922
AGAP5,0.1593189849401101
AGBL1,0.053401140448943625
AGBL2,0.06965061454053055
AGBL3,0.15111141556853383
AGBL4,0.14451966156278762
AGBL5,0.09209999957534938
AGER,0.11924612003915346
AGFG1,0.008701727558883824
AGFG2,0.27480405059780805
AGGF1,0.09941389632847865
AGK,0.15181414432511567
AGL,0.14868466731921487
AGMAT,0.4103644839806269
AGPAT1,0.06538045747498783
AGPAT2,0.3993840982804237
AGPAT3,0.4842257846510502
AGPAT4,0.10810736443720641
AGPAT5,0.01533282099301428
AGPS,0.16472468105463606
AGR2,0.1115170272338473
AGR3,0.08202345811660341
AGRN,0.06952529584353065
AGRP,0.024826893170047108
AGT,0.09208625885700635
AGTPBP1,0.23111808878995133
AGTR1,0.013576577563905312
AGTR2,-0.021023279078079608
AGTRAP,0.08475786762861942
AGXT,0.15562765683182456
AGXT2,0.011852332588320266
AHCTF1,-0.02969888938883391
AHCY,-0.014621234783868021
AHCYL1,-0.03572829075799675
AHCYL2,0.039086550463630555
AHDC1,0.036917465992789396
AHI1,0.5458723818392194
AHNAK,0.552693460719094
AHNAK2,0.5709070410747196
AHR,0.12205640242714332
AHRR,0.5697313948489923
AHSA1,0.08525625100089464
AHSG,0.3515308271892682
AHSP,0.0275145814140536
AICDA,0.1255999147995549
AIDA,-0.008440846878907412
AIF1,0.48443923156378166
AIF1L,0.12142507322061731
AIFM1,0.17812882669709287
AIFM2,0.1516597785858063
AIFM3,0.5058002551986674
AIG1,0.12001600523380221
AIM2,0.3233819017893444
AIMP1,0.07385327747012241
AIMP2,0.12776665391249106
AIP,0.17818255334052138
AIPL1,0.07276165404109675
AIRE,0.6096922377498813
AJAP1,0.18355973751244944
AK1,0.2592709154479531
AK2,0.4022597512352694
AK3,-5.524347366798373e-05
AK4,0.40206678084226855
AK5,0.17147823840443935
AK7,0.5187683686709198
AK8,0.2177934582747908
AKAP1,0.4133238957883481
AKAP10,0.4428034222243799
AKAP11,0.17133129314442058
AKAP12,0.5402431363716794
AKAP13,0.40725759981014814
AKAP14,0.6623556234201735
AKAP17A,0.17795429337208513
AKAP3,0.04319857096700616
AKAP4,0.0675008203653424
AKAP5,0.3498547290472409
AKAP6,0.3348914939258973
AKAP7,0.31635298260777767
AKAP8,0.5864245128175984
AKAP8L,-0.047835092406563924
AKAP9,-0.03184830198796787
AKIRIN1,0.21872475840761985
AKIRIN2,0.522360231080367
AKNA,-0.026909942611004427
AKNAD1,-0.034729224939222335
AKR1A1,0.04021436895900709
AKR1B1,0.08176526237454614
AKR1B10,0.032071349933799564
AKR1B15,0.16893057420416452
AKR1C1,0.3388743052604438
AKR1C2,0.05976302777939024
AKR1C3,0.31309530434540067
AKR1C4,0.4110920719631048
AKR1D1,0.05436956165448774
AKR1E2,0.0035322549537972433
AKR7A2,0.5594256694958405
AKR7A2P1,0.23286544703977513
AKR7A3,0.4306019385264744
AKR7L,0.45838961208663564
AKT1,0.05038867632266852
AKT1S1,0.2289374059294465
AKT2,0.11917703413494865
AKT3,0.02959463233932167
AKTIP,0.15991166758006498
ALAD,0.00989424696355721
ALAS1,0.11965802696256927
ALAS2,0.06529348033142938
ALB,0.1051935191511597
ALCAM,0.15946762015471136
ALDH16A1,0.09154504822252157
ALDH18A1,0.09117707376613327
ALDH1A1,0.08845130517069759
ALDH1A2,0.1855580099540612
ALDH1A3,0.7533665049743867
ALDH1B1,0.41122691525698435
ALDH1L1,0.26211396380177754
ALDH1L2,0.04926256582973596
ALDH2,0.4887117004372381
ALDH3A1,0.08631184628102877
ALDH3A2,0.045621433203658406
ALDH3B1,0.02542049965443451
ALDH3B2,0.06393860271098671
ALDH4A1,0.22527736797655087
ALDH5A1,0.19614904552879217
ALDH6A1,0.15296247918495565
ALDH7A1,0.10800420731108895
ALDH8A1,0.18576226479566788
ALDH9A1,0.4954296504198213
ALDOA,0.08092408726486117
ALDOB,0.367002260764817
ALDOC,0.3070931916755171
ALG1,0.0642519001066313
ALG10,0.08808116074677776
ALG10B,0.30823702839554307
ALG11,-0.05372563631542583
ALG12,0.09039166196563649
ALG13,0.28168602871365567
ALG14,0.0689295457211277
ALG1L,0.17911204223430713
ALG1L2,0.0896154177603499
ALG2,0.2372986066530867
ALG3,0.3852430866928879
ALG5,0.2275226555948128
ALG6,0.2855169480282033
ALG8,0.23364732897428891
ALG9,0.012998577464043759
ALK,0.1191721151662623
ALKBH1,0.17301431732602088
ALKBH2,0.44921332098113675
ALKBH3,0.16777981146981072
ALKBH4,0.002212872569405448
ALKBH5,0.01537604654298286
ALKBH6,0.1484208600568512
ALKBH7,0.15577444227754447
ALKBH8,0.17656775263924507
ALLC,0.027611128904195686
ALMS1,0.02619325544474661
ALOX12,0.18900203315394687
ALOX12B,0.18056920294975423
ALOX12P2,0.11952607923111501
ALOX15,-0.037572554085641766
ALOX15B,0.14690701177394722
ALOX5,0.49230564223363127
ALOX5AP,0.30395514467194534
ALOXE3,0.02840225008954055
ALPI,0.0776116608013183
ALPK1,0.2473369025594929
ALPK2,0.03613699835962741
ALPK3,0.2773053098873105
ALPL,0.39358110070695834
ALPP,-0.04490554760879461
ALPPL2,0.045517191965162414
ALS2,0.35537222023990866
ALS2CL,0.3064147532732923
ALS2CR12,0.03878631091701699
ALX1,0.053033597482463585
ALX3,0.42174193153876655
ALX4,0.06506780774045653
AMACR,0.19111164857099977
AMBN,0.20207454349446427
AMBP,-0.009706829497249433
AMBRA1,0.03750135354172779
AMD1,0.37092888487738457
AMDHD1,0.7511102161662223
AMDHD2,0.24749944635848736
AMELX,0.12482012694100736
AMELY,0.11018314169297001
AMFR,0.10136171336198742
AMH,0.20874717120581046
AMHR2,0.028526843470660177
AMIGO1,-0.015030073739519105
AMIGO2,0.6879736438455739
AMIGO3,0.03899983284763105
AMMECR1,0.45814091370634896
AMMECR1L,0.1004200282907574
AMN,-0.03879382257176625
AMN1,0.3053383805396134
AMOT,0.3936353504385662
AMOTL1,0.21238651189435576
AMOTL2,0.1388261657658389
AMPD2,0.00930158315306433
AMPD3,0.2132792298706185
AMPH,0.009097546322154286
AMT,0.5065262641871793
AMY2A,0.1797550546652436
AMZ1,0.4162254707266477
AMZ2,0.16759595507798516
AMZ2P1,0.23571455378675948
ANAPC1,0.20520955423512077
ANAPC10,0.1583382647117431
ANAPC11,0.2064220559587388
ANAPC13,0.12195044678352493
ANAPC16,0.10313410570565153
ANAPC2,0.020345990963202207
ANAPC4,0.4206458079314036
ANAPC5,0.1850532717146985
ANAPC7,0.0035739151363838382
ANG,0.2406465533604619
ANGEL1,0.2664183365465535
ANGEL2,0.3535605798448163
ANGPT1,0.34958996483196864
ANGPT2,0.03904284073762075
ANGPT4,0.00018135550693607245
ANGPTL1,0.2552462935059565
ANGPTL2,0.1213930750065244
ANGPTL3,0.17496234969689262
ANGPTL4,0.14747596511304506
ANGPTL5,-0.03192159495148924
ANGPTL6,0.22851710883702292
ANGPTL7,0.06118315918295326
ANK1,0.8025018093431217
ANK2,-0.039074763179539236
ANK3,0.6494104325830573
ANKAR,0.07396408643967271
ANKDD1A,0.30385034085434565
ANKFN1,0.19427035522541722
ANKFY1,0.1387675787259016
ANKH,0.7055859636594001
ANKHD1,0.16551267285956542
ANKIB1,0.0026846563792321883
ANKK1,0.2056007452783009
ANKLE1,0.15186244244042144
ANKLE2,0.3523911575297837
ANKMY1,0.096897897655386
ANKMY2,0.16369041846120214
ANKRA2,0.16898875496933308
ANKRD1,-0.01743172356529459
ANKRD10,0.045250988909235325
ANKRD11,-0.05720647350190113
ANKRD12,0.023905480228483076
ANKRD13A,0.21773812818271004
ANKRD13B,0.04069773546957799
ANKRD13C,0.11568249648812552
ANKRD13D,0.021068694223336338
ANKRD16,0.26673904153692674
ANKRD17,0.08081869444080327
ANKRD18A,0.32044007331424335
ANKRD2,0.2554784335780472
ANKRD20A8P,0.31637382640616096
ANKRD22,0.011517452862458285
ANKRD23,0.07620809786084462
ANKRD24,0.4255790909271863
ANKRD26,0.2897990338682076
ANKRD27,0.40632033999605865
ANKRD28,0.3087404462837043
ANKRD29,0.6489744861656519
ANKRD30A,0.1883072941293142
ANKRD30B,0.4688577370953698
ANKRD30BL,0.3441608902002562
ANKRD30BP2,0.15688662708517018
ANKRD31,0.07074809700037846
ANKRD33,0.06674045576314759
ANKRD33B,0.10370557004778773
ANKRD34A,0.008283336491393541
ANKRD34B,0.11878149922043428
ANKRD34C,0.6446345424954197
ANKRD35,-0.0019134018956576348
ANKRD36B,0.08281505467310711
ANKRD36BP1,0.18727906578898804
ANKRD36BP2,0.1363084030878255
ANKRD37,0.5129479852191604
ANKRD39,-0.0031931271819241993
ANKRD40,0.015654141150865133
ANKRD42,0.42653901415523415
ANKRD44,0.056569148291206135
ANKRD45,0.27871241691452403
ANKRD46,0.04843974875918455
ANKRD49,0.43733186332009805
ANKRD50,0.40580640002910795
ANKRD52,0.09014739717162717
ANKRD53,0.0365296480175891
ANKRD54,0.055406324303965984
ANKRD55,0.35306896891598577
ANKRD6,0.7541051472485539
ANKRD7,0.06382727499824735
ANKRD9,0.40191377053693966
ANKS1A,0.45912704550655037
ANKS1B,0.10461542033202913
ANKS3,0.43069369893509896
ANKS4B,0.012429976944664077
ANKS6,0.5225074728552259
ANKZF1,0.33167286640785965
ANLN,0.09352237003127457
ANO1,0.12224749585002147
ANO10,0.16103646927587908
ANO2,0.42303769356956383
ANO3,0.5706288418776262
ANO4,0.11582284287897868
ANO5,0.5517147247728379
ANO6,0.34473158998170883
ANO7,0.3574821874454435
ANO8,0.2166832710764112
ANO9,-0.04797550411150394
ANP32A,0.04972313070368608
ANP32B,0.08892071057621237
ANP32C,0.004293240970223853
ANP32D,0.13910871259804736
ANP32E,0.4616294900420802
ANPEP,0.06352885525522486
ANTXR1,0.2324634515570422
ANTXR2,0.5351008410357908
ANXA1,0.5929116310717932
ANXA10,0.0030772014490298965
ANXA11,0.18413547419126844
ANXA13,0.012583755902148712
ANXA2,0.3354145615098982
ANXA2P1,0.2335892930556291
ANXA2P3,0.27600131046540094
ANXA3,0.25749468081293153
ANXA4,0.4149965880333581
ANXA5,0.32012655282704333
ANXA6,0.29053210080589603
ANXA7,0.08074003145921796
ANXA8L1,0.08601291103199223
ANXA9,-0.0030510689891848704
AOAH,0.10123477349968568
AOC2,0.14947187855204688
AOC3,0.0012137701502632696
AOX1,0.17635500526428138
AP1AR,0.057430141348707095
AP1B1,0.02687346120284303
AP1G1,0.07402924649173571
AP1G2,0.36050222342812244
AP1M1,0.21961203230498497
AP1M2,0.3576427321644057
AP1S1,0.24609983503814964
AP1S2,0.2404372560079388
AP1S3,0.0075783545766907375
AP2A1,0.02589379648607703
AP2A2,0.31942753635720994
AP2B1,0.08377117077777638
AP2M1,0.1087781637753498
AP2S1,0.100056008545025
AP3B1,-0.014296931793533982
AP3B2,0.18377416290905
AP3D1,0.004579223796589349
AP3M1,0.0790851748035558
AP3M2,0.3058122531406135
AP3S1,0.5808977935547712
AP4B1,-0.005394972055340165
AP4E1,0.37843211871654553
AP4M1,-0.0036727482670146842
AP4S1,0.019739033971394294
APAF1,0.42566500918729405
APBA1,0.30635561730986666
APBA2,0.14563549247406488
APBA3,0.12331384993147543
APBB1,0.1082835345201167
APBB1IP,0.4910548060251292
APBB2,0.14608239840988552
APBB3,0.0770209118794521
APC,0.11070483382322165
APC2,0.13632130113572033
APCDD1,0.33080254287966826
APCDD1L,0.07300708180648299
APEH,0.4255801617335259
APEX1,-0.006993646009523604
APEX2,0.20244327804768136
APH1A,-0.032962907354743456
APH1B,0.1548251640343322
API5,0.05437055760532242
APIP,0.15526611418851555
APLF,0.10380542347875164
APLN,0.39241957193158267
APLNR,0.3237367485396015
APLP1,0.10513536632114988
APLP2,0.18710457949988604
APOA1,0.011950205866589016
APOA2,0.14760237349969546
APOA4,0.004240938524882735
APOA5,-0.0538981203284075
APOB,0.015653741631186675
APOBEC2,0.02531426509500543
APOBEC3A,0.13693377961634903
APOBEC3B,-0.10600562911508697
APOBEC3C,0.05824416005831024
APOBEC3D,0.040368528071990095
APOBEC3F,0.11191637193554733
APOBEC3G,0.19585992213118844
APOBEC3H,0.07221697931786122
APOBEC4,0.11641180064252324
APOC1,0.509006471181515
APOC3,0.034607737678589864
APOD,-0.030549446453218793
APOE,0.3675399749887018
APOF,0.044382449301998333
APOH,0.1257187469124864
APOL1,0.11121804606542897
APOL2,0.526618414369219
APOL3,0.026062072915758416
APOL4,0.042396150615203104
APOL5,0.07230610090985182
APOL6,0.10619517561717692
APOLD1,0.24890354714421783
APOM,0.3181841124955917
APOO,0.10425784287039287
APOOL,0.13179367864042524
APP,-0.09343576718501792
APPBP2,0.12580428369072646
APPL1,0.10071421703062187
APPL2,0.2094302816944071
APRT,0.14672298619624075
APTX,0.05530859366519526
AQP1,0.3722775495740774
AQP10,-0.03620337511438138
AQP11,0.16389772396461258
AQP3,0.2783579236489842
AQP4,0.29283739871491565
AQP5,0.32989989724075824
AQP6,0.10237348246095719
AQP7,-0.025180857673410828
AQP7P1,0.060085315959174636
AQP8,0.04666862126446336
AQP9,0.43762599552963716
AQR,0.0692628754171893
AR,0.7289365054167958
ARAF,0.1062919179780124
ARAP1,0.18237371417347564
ARAP2,0.2104539079078142
ARAP3,0.3038661516800593
ARC,0.5575996575026381
ARCN1,0.0430353672277403
AREG,0.1174782286361802
ARF1,0.05292870810697059
ARF3,0.2772705787283647
ARF4,0.008832967524300113
ARF5,0.02899192358719828
ARF6,0.06116836164022401
ARFGAP1,0.2709819900769358
ARFGAP2,-0.02560356675672598
ARFGAP3,0.18617554571595268
ARFGEF1,0.02176326271504185
ARFGEF2,0.24151832385975147
ARFIP1,0.08194857704111613
ARFIP2,0.04057349985570258
ARFRP1,-0.0011001104006265713
ARG1,0.16713530865418627
ARG2,0.2050332262325969
ARGLU1,0.06661169522206638
ARHGAP1,0.20803809744987753
ARHGAP10,0.28670057063936516
ARHGAP11A,0.0743994619035981
ARHGAP11B,0.2672032011333266
ARHGAP12,0.5023800199802374
ARHGAP15,0.39412153812404943
ARHGAP17,-0.05991920427421564
ARHGAP18,0.3722258068605223
ARHGAP19,0.1260031731153592
ARHGAP20,0.1231951638928579
ARHGAP21,-0.04901389026122036
ARHGAP22,0.262155657744606
ARHGAP23,0.2867238964969108
ARHGAP24,0.10325507427653408
ARHGAP25,0.7386755812008913
ARHGAP26,0.41541881855850826
ARHGAP27,0.14801494122303135
ARHGAP28,0.636293403095339
ARHGAP29,0.37286389883867116
ARHGAP30,0.10358654304300448
ARHGAP31,0.27729064579535767
ARHGAP32,0.22290092617449725
ARHGAP33,0.6206953546758412
ARHGAP36,0.5328029359124253
ARHGAP39,0.4435267474097273
ARHGAP4,0.7095353167042125
ARHGAP42,0.25182608313585086
ARHGAP44,0.5165172800106985
ARHGAP5,-0.018038621181027302
ARHGAP6,0.6968928929476383
ARHGAP9,0.6952539976510196
ARHGDIA,0.5068128629701529
ARHGDIB,0.30264456215676633
ARHGDIG,0.4625743323612924
ARHGEF1,-0.019574023232077513
ARHGEF10,0.17507508313149053
ARHGEF10L,0.2715390595245864
ARHGEF11,0.15262707304577766
ARHGEF12,-0.04084410356050272
ARHGEF15,0.10734491086442874
ARHGEF16,0.48588657845226724
ARHGEF17,0.4886903347505329
ARHGEF18,0.41281969187893164
ARHGEF19,0.1354845662846182
ARHGEF2,0.08454397621039457
ARHGEF25,0.27136141356562926
ARHGEF26,0.19274001262635138
ARHGEF3,0.14260597008103565
ARHGEF33,0.2635720538627201
ARHGEF37,0.08265514273393162
ARHGEF4,0.20691957061834748
ARHGEF40,0.4063710463316265
ARHGEF5,0.12859941742750508
ARHGEF6,0.16137298141285047
ARHGEF7,0.2676272245302404
ARHGEF9,0.0611479689290063
ARID1A,0.13195128435608225
ARID1B,0.1947361994249752
ARID2,0.13888438881497975
ARID3A,0.1435797386595817
ARID3B,0.5005820808574326
ARID3C,0.13442628817215954
ARID4A,0.11636902951425271
ARID4B,0.29247980274272684
ARID5A,0.3692037885538735
ARID5B,0.4648233112716228
ARIH1,0.06760718745295653
ARIH2,0.17507720614563177
ARL1,0.1029425380869867
ARL10,0.23674380989201785
ARL11,0.07574613890092272
ARL13A,0.025230667771070393
ARL13B,0.13737073493763372
ARL14,-0.05267052459472029
ARL15,0.401658884641182
ARL16,0.3702248918215482
ARL17A,0.15777721759758437
ARL17B,-0.002572056463546683
ARL2,0.22616956978433317
ARL2BP,0.19749476163279509
ARL3,0.26363249098216845
ARL4A,0.26852250366156005
ARL4C,0.3748225844087084
ARL4D,0.11839518036469006
ARL5A,0.2831319300547584
ARL5B,0.10439880344420759
ARL5C,-0.0790655644748981
ARL6,0.15911961698965016
ARL6IP1,0.2133768579940204
ARL6IP4,0.16001290104091614
ARL6IP5,0.3957968383364939
ARL6IP6,0.08832454867009601
ARL8A,0.12717633993591268
ARL8B,0.25899310811577686
ARL9,0.37639676155066465
ARMC1,0.08744262013445071
ARMC10,0.49957850152046496
ARMC2,0.22405961205007613
ARMC3,0.3507175326016521
ARMC4,0.20043081342471541
ARMC5,0.18786949186659171
ARMC6,-0.07041760123885
ARMC7,0.1093338927226137
ARMC8,0.45053095222873674
ARMC9,0.020018001614968976
