3.317541906640137483e+00,2.945424640556674412e+00,1.106140613555908203e+01,1.239837288856506348e+00,1.077978610992431641e-01,1.441682529449462891e+01,2.054411125183105469e+01,1.026155591011047363e+00,1.225769219218643435e+01,2.622153276982514658e+00,3.583767423824388487e+01,3.414939270019531250e+02,1.718770408630371094e+01,8.538144826889038086e-01,1.207548018324046124e+00,4.698986617747700478e+01,2.118438035249710083e-01,2.532631631240912284e+00
1.452412594183866146e+00,4.289470415751838850e+00,3.046614885330200195e+00,3.928619146347045898e+00,7.668493986129760742e-01,7.126199722290039062e+00,1.057130718231201172e+01,1.095160961151123047e+00,4.589350217982428148e+01,6.736015382020370090e+00,5.307709892590840894e+01,4.065569458007812500e+02,2.835194587707519531e+01,4.487024307250976562e+00,1.469786491734639933e+00,3.901495092718472080e+01,-2.406162619590759277e-01,5.414735191372638923e+00
7.505673567742677577e+00,8.319912909645626797e+00,1.010511302947998047e+01,5.944207668304443359e+00,9.434153437614440918e-01,1.461403846740722656e+01,1.138121795654296875e+01,1.493480801582336426e+00,6.340990518572178303e+01,8.216800052186716385e+00,6.890081272954526526e+01,4.858025817871093750e+02,4.445741271972656250e+01,5.644451141357421875e+00,1.778973201495442469e+00,4.186359256812399821e+01,-1.094479765743017197e-02,6.842085457605756815e+00
1.759734625057204127e+00,7.625515247248524808e+00,5.597216606140136719e+00,4.192744731903076172e+00,5.048436522483825684e-01,1.372968006134033203e+01,1.110514640808105469e+01,1.568352937698364258e+00,2.908678709583390187e+01,4.043611000413480205e+00,6.232892305023815993e+01,3.079077453613281250e+02,3.465390014648437500e+01,1.639790177345275879e+00,1.060797930814565415e+00,1.889690906082028121e+01,9.276570199290290475e-05,2.726848858430905853e+00
1.859786865715614823e+01,9.805819879484278800e+00,1.271635818481445312e+01,2.011420965194702148e+00,4.458070397377014160e-01,7.835453510284423828e+00,1.084569549560546875e+01,1.373602867126464844e+00,3.692272902646271149e+01,5.052637079487675820e+00,5.868203520341352686e+01,4.439091186523437500e+02,4.634724044799804688e+01,5.130024433135986328e+00,1.650918440768838424e+00,5.464282077721277631e+01,-5.699521861970424652e-03,3.963402251165036194e+00
4.881007827361079165e+01,1.881298817085583552e+00,1.432729721069335938e+01,1.624515533447265625e+00,2.200861424207687378e-01,4.131958484649658203e+00,9.443635940551757812e+00,1.308539628982543945e+00,1.085061526947490584e+01,9.770046634518582129e-01,3.424331981627667432e+01,4.748514709472656250e+02,1.490855503082275391e+01,2.529533863067626953e+00,1.421807495667539945e+00,9.459930777191432938e+00,-7.665152102708816528e-02,2.021771967236806855e+00
4.210288526246159080e+01,2.955163789755338222e+00,1.329867458343505859e+01,1.396450400352478027e+00,1.817377805709838867e-01,8.415932655334472656e+00,8.895633697509765625e+00,1.377449512481689453e+00,1.629735323309909845e+01,2.068927894467893047e+00,3.819234729204021761e+01,3.675494384765625000e+02,2.524888420104980469e+01,3.762755870819091797e+00,1.449931591598623282e+00,3.987570681202713985e+01,-6.957167387008666992e-02,2.274395626855545860e+00
2.862189575109379547e+00,2.991911914695033925e+00,1.164464187622070312e+01,1.340869426727294922e+00,6.432957947254180908e-02,1.459860420227050781e+01,2.021065139770507812e+01,1.012000441551208496e+00,1.264594450308912954e+01,2.551431456337804438e+00,3.987869985161758279e+01,3.610159301757812500e+02,1.608368682861328125e+01,8.525499701499938965e-01,1.225387795755770393e+00,4.416782648810298895e+01,2.333207279443740845e-01,2.642608211861488421e+00
1.400367707102419867e+00,4.760982543159919977e+00,3.518655300140380859e+00,4.432118415832519531e+00,6.870810389518737793e-01,8.458546638488769531e+00,1.002744197845458984e+01,1.103844285011291504e+00,4.816001172143996456e+01,6.527810215950012207e+00,5.664950619103773732e+01,3.729743041992187500e+02,2.844606018066406250e+01,4.488450527191162109e+00,1.480420024564214510e+00,3.835907257667507508e+01,-2.278337031602859497e-01,5.579390768121418986e+00
1.415701817067475865e+01,8.674677539378647495e+00,1.597878837585449219e+01,5.492242813110351562e+00,9.681435823440551758e-01,1.403144168853759766e+01,1.126749706268310547e+01,1.477949500083923340e+00,5.755028478477377263e+01,8.058700820674067344e+00,6.008359851592626200e+01,5.932383422851562500e+02,4.582548522949218750e+01,5.961962699890136719e+00,1.852896005344229824e+00,3.954720059633986295e+01,-3.075740486383438110e-02,6.892857370689873697e+00
3.066368630528824912e+00,9.426317019932815455e+00,8.699050903320312500e+00,5.608933925628662109e+00,4.438469707965850830e-01,1.669580268859863281e+01,1.137622642517089844e+01,1.626378417015075684e+00,3.689943165917092927e+01,4.404862852200217560e+00,7.121115996458820518e+01,3.965087890625000000e+02,4.130343627929687500e+01,2.068192958831787109e+00,1.196254735132106894e+00,2.532654325902096559e+01,-9.245340712368488312e-03,3.244833607115504837e+00
2.216711942424302251e+01,1.009419898736654808e+01,1.970659446716308594e+01,2.189259529113769531e+00,3.665864765644073486e-01,8.289670944213867188e+00,1.049613761901855469e+01,1.355547785758972168e+00,3.681193508180634666e+01,4.462391490521638637e+00,6.136078300476074077e+01,4.909996948242187500e+02,3.920046997070312500e+01,5.181246757507324219e+00,1.686465204846104182e+00,5.611243599853090558e+01,-1.362473424524068832e-02,3.932978797293071871e+00
4.708002750476722298e+01,2.163868083270674259e+00,1.715802192687988281e+01,1.695238351821899414e+00,1.797677874565124512e-01,4.659019947052001953e+00,9.285273551940917969e+00,1.298606157302856445e+00,1.140515762983849868e+01,1.007524588185807923e+00,3.564210152900081852e+01,5.312434082031250000e+02,1.344287872314453125e+01,2.531024217605590820e+00,1.428623274545376631e+00,1.305550253581187903e+01,-8.633428066968917847e-02,2.022224840900384901e+00
4.197256126418839983e+01,3.580337718770713717e+00,1.577458572387695312e+01,1.467988848686218262e+00,2.058413624763488770e-01,9.310271263122558594e+00,8.786890029907226562e+00,1.412665605545043945e+00,1.576425513472681672e+01,2.138679777798445425e+00,3.838500216969272572e+01,4.179404602050781250e+02,1.892444610595703125e+01,3.631907939910888672e+00,1.496548865679153018e+00,4.111466861950854224e+01,-7.306493073701858521e-02,2.347565997317271336e+00
3.728466175963852436e+00,1.015348102229058691e+00,2.012624025344848633e+00,4.677644670009613037e-01,-9.198066592216491699e-02,9.774891853332519531e+00,1.190108871459960938e+01,9.106096625328063965e-01,2.036179400906012571e+00,5.982494431993236050e-01,3.021907376945284796e+01,1.231827239990234375e+02,9.106170654296875000e+00,6.384074222296476364e-04,6.467544085108817287e-01,8.783529409166694890e+00,1.566404104232788086e-02,1.604365389458986657e+00
